start_date;end_date;created_on;lat;lon;l1;l2;l3;rooms;bedrooms;bathrooms;surface_total;surface_covered;price;currency;title;description;property_type;operation_type
17/10/2019;7/12/2019;17/10/2019;-34.5862251;-58.4962196;Argentina;Capital Federal;Villa Pueyrredón;2;1;2;66;49;170000;USD;Villa Pueyrredón PH 2 ambientes con 2 terrazas, Jose Cubas 2500.;"PH CON TERRAZAS PROPIAS EN DUPLEX MUY LUMINOSO  EN EXCELENTE ESTADO!!! EDIFICIO DE 18 AÑOS DE ANTIGÜEDAD. • Complejo residencial de 8 unidades funcionales.• Se encuentra en el contrafrente (súper silencioso) y se accede por escalera  (1er piso).En el primer nivel: LIVING-COMEDOR con BALCON.• Muy luminoso con un equipo de aire acondicionado Frío-Calor y calefactor Eskabe.COCINA.• Luminosa, con gran ventanal y una barra desayunadora.• Excelente capacidad de guardado en su bajo mesada, alacena y además posee gran armario. • Cocina Eslabón de Lujo de 3 años de uso.TOILLETEEn la Planta Alta: DORMITORIO EN SUITE.• Placard incorporado de madera con dos amplías puertas y dos más chicas, todas corredizas.• Un equipo de aire acondicionado split frío/calor y calefactor de tiro balanceado.• Baño completó con bañera, mampara de vidrio templado de cuatro hojas y ventana.Salida a una hermosa terrazaDesde hall de la planta alta accedemos a una segunda terraza con parrilla:• Lavadero con conexión para lavarropas y pileta enlozada.Calefon a gas marca Orbis “a botonera” 6 meses de uso.Toldo abanico, hecho a nuevo recientemente. GENERALIDADES• Pasillo distribuidor provisto con practico placard para blanquearía.• Pisos de cerámica en living- comedor y flotante en dormitorio.• Revestimiento de piedras en living-comedor, barra desayunadora y pared del dormitorio.• Dos baños con grifería monocomando FV y sanitarios marca ROCA.• Tablero eléctrico con interruptores llave Térmica.• Mesada de mármol Gris Mara con bacha doble. EXCELENTE UBICACIÓN.• A siete cuadras del ferrocarril mitre (estación Pueyrredon), a doce cuadras de la estación ECHEVERRIA de la línea B de subte, y numerosas líneas de colectivos.• A dos cuadras del centro de Villa Pueyrredón donde podes encontrar comercios como Havana, Farmacity, Gimnasios y muchos más.- EXPENSAS JUNIO: $ 1.600- SUP. TOTAL: 65 M2- SUP. TERRAZAS 1 (4 m x 2 m): 8 M2- SUP. TERRAZAS 2 (4 m x 2 m): 8 M2- SUP. TOTAL DESCUBIERTA: 17 M2- SUP. TOTAL CUBIERTA: 49 M2 DIGNO DE VER!!!!Ley 5115- Art 2 "" No Accesible""Matriculado Responsable Marcelo Alegre Mat CPI 7368";PH;Venta
17/10/2019;26/10/2019;17/10/2019;-34.603683;-58.381557;Argentina;Capital Federal;Boedo;2;1;1;68;59;149000;USD;Venta Departamento en Boedo Capital Federal Garay 3700;Departamento en Venta, 2 ambientes espectacular estado. Balcon terraza.,  con una superficie total de 68m²,   2 ambientes, . Excelente semipiso, al frente con solo 5 meses de uso. Fue decorado y modificado logrando así una unidad única. Descripción del inmueble : -Amplio living comedor al frente con pisos de porcelanato. -Ventanal con salida a un hermoso balcon terraza. Con una vista encantadora. -Aire frio calor en los ambientes. -Cocina incorporada al living a través de una barra desayunadora.muebles completos, en excelente estado y calidad. Ventilaciónpropia, con ventana al exterior. -Baño completo, bañera y hermoso vanitory realizado especialmente para el ambiente. -El dormitorio posee también una excelente luminosidad y vista. Amplio placard con interior nuevo. -Hall de ingreso con acceso a otro balcón que se entregara con cerramiento de vidrio, enese espacio quedará un cómodo lavadero. El edificio posee sum y parrilla. Abona bajas expensas. Es segunda escritura. Venta no condicionada a reemplazo devivienda. Excelente ubicacion, sobre Av. Juan de Garay, vista abierta com muchosol y rapido acceso a los centros comerciales, lineas de colectivo y a subida deAutopista. Inmobiliaria Salguero Propiedades, se esfuerza para asegurarse de quela información que aparece en esta página web es correcta y se encuentraactualizada. Se deja constancia que las medidas, superficies, m2 y proporcionesconsignadas son aproximados, al igual que las medidas parciales y/o de losambientes está sujeto a verificación y/o ajuste. Las definitivas surgirán de losplanos de subdivisión. El precio del inmueble puede ser modificado sin previoaviso. Fotos de carácter no contractual. Los valores de expensas pueden variar.Salguero Propiedades   Salguero 780 www.salguero- Propiedades: resultados que te mudan.. . Para más información visite nuestro sitio web http://www.salguero-;Departamento;Venta
17/10/2019;19/12/2019;17/10/2019;-34.6303489;-58.4172227;Argentina;Capital Federal;Boedo;2;1;1;50;44;115000;USD;Departamento dos ambientes tipo duplex - Venta en Boedo - Av. Pavon y Castro Barros;Amplio dos ambientes en duplex, 7 años de antigüedad, contrafrente a pulmón abierto, muy luminoso, en la planta inferior cuenta con living comedor con salida a balcón cocina integrada con buen espacio de guardado y lavadero incorporado, pisos de porcelanato. En la planta superior amplio dormitorio con pisos flotante, placard que ocupa toda la pared, con salida a segundo balcón, espacio escritorio independiente con piso de porcelanato y baño completo. El edificio cuenta con piscina y solarium, sistema de cámaras de seguridad. Zona de amplia expansión, múltiples medios de transportes, cinco cuadras del subte. ;Departamento;Venta
17/10/2019;30/11/2019;17/10/2019;-34.54599006;-58.85935661;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;1;1;1;50;35;45000;USD;Monoambiente con cochera en Boca Ratón. Oportunidad;Departamento monoambiente muy luminoso, impecable. 1 Cochera semicubierta privada.Fácil acceso, desde Autopista Panamericana (Ramal Pilar) o Acceso Oeste.SERVICIOSLuz, Gas natural, Teléfono, Cable T.V. e Internet de 10 MB por fibra óptica totalmente subterráneo.Emergencia médica, guardería y colonia de vacaciones, plaza con juegos infantiles.Escuelas deportivas para chicos y adultos en todos los deportes.Actividades recreativas, servicios de spa.Club House con restaurant gourmet y Club house para jóvenes.Gimnasio totalmente equipado, piscina climatizada, piscina descubierta olímpica con solarium.Área comercial, minimercado, heladería &amp;;
17/10/2019;23/12/2019;17/10/2019;-34.4528611;-58.8989871;Argentina;Bs.As. G.B.A. Zona Norte;Pilar;1;1;1;32;32;35000;USD;Monoambiente en Pilar con amenities. Anticipo y FINANCIACIÓN;Boutique Pilar es un desarrollo inmobiliario compuesto por doce (12) duplex de tres ambientes, cuatro (4) departamentos de dos ambientes y dos (2) unidades monoambientes. Unidades totalmente terminadas con parrillas en balcones terrazas o patios, ascensor, piscina solárium, seguridad y cochera fija cubierta.Boutique Pilar está ubicado a solo 300 metros del Acceso Panamericana (calle Guido). El edificio se encuentra a 200 metros de la Ruta 25 Centro de Pilar y a solo 2 minutos del centro comercial Palmas del Pilar, Torres del Sol, Paseo Champagnat y el nuevo Complejo Hey.Materiales y características:- carpinterías de aluminio tipo Módena o similar color Aluminio.- puertas interiores placas de MDF con marco de chapa.- materiales de instalación sanitaria Aquasystem, Awaduct o similar-- materiales de instalación de gas Sigas o similar.- materiales de instalación eléctrica ABB, Schneider o similar.- llaves y tomas Sica.- revestimientos de porcelanato/cerámico/hormigón alisado.- mesadas de granito tipo Gris Mara (a definir según proyecto).- muebles de baño de colgar o apoyar en madera color Wengue/blanco.- griferías Hidromet, FV o similar.- artefactos sanitarios Ferrum línea Bari (con mochila) o similar.- tanques de reserva Rotop- o similar.- frentes de placares corredizos en melamina color blanco.- cielorrasos bajos en placa de roca de yeso (dependiendo del ambiente).- pinturas interiores de látex al agua.- terminaciones exteriores en revestimiento plástico texturado/pintura para exteriores.- barandas metálicas de hierro con convertidor y color a definir.FINALIZACIÓN: Octubre 2021FINANCIACIÓN: anticipo de 35.000 dólares al boleto y saldo de 72 cuotas de $9600 + CAC.Para más información, consúltenos sin compromiso. Estamos para asesorarlo.Corredor Responsable: Francisco Elías CPMCLZ N°4114;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.39541264;-58.64991437;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;2;1;2;99;84;215000;USD;Venta de Departamento en Nordelta con vista a la Bahia!!!!;VENTA Departamento en Duplex apto professional. EN NORDELTA, sector Bahia Grande. El departamento tiene hall de ingreso con placard, cocina kitchinet. Hoy el Living dividido como Dos oficinas en PB con baño toilette. Balcon aterrazado con incredible vista a la Bahia de Nordelta, con parrilla. En la Planta superior: amplio espacio libre con baño completo. Vistas desde todo el departamento a la Bahia de Nordelta, al Rio y las marinas. AA por splits instalados y cortinas roller screen. Calefaccion por piso radiante.Cochera semicubierta.  APTO Credito.Vigilancia 24 hs.Studios de la Bahia, es un edificio ubicado en Nordelta en el sector de la Bahia Grande, ubicado sobre la Bahia, con increibles vistas al Rio y a las marinas. Bajando hay un paseo de Restaurantes y se bordea el Rio. Claudia Mascitti CMCPSI 6019;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.425087;-58.5796585;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;2;1;1;50;50;109000;USD;VENTA DEPARTAMENTO 2 AMB. TIGRE CENTRO CON COCHERA  ;VENTA DEPARTAMENTO 2 AMB. TIGRE CENTRO CON COCHERA  Se vende con renta hasta octubre 2020Depto. 2 amb. con cochera y bauleraescrituradoPrimer piso, segundo cuerpo, vista interna50mts. cubiertosbalcontodo electricococinaliving comedorhabitacionbaño con bañerael edificio tiene sum, pileta y parrillas.son dos cuerpos de 3 pisos con 4 deptos. por piso, total 24 deptos. todos de dos ambientesLa publicación es a solo titulo informativo, ya que la misma se encuentra supeditada a la obtención por parte del propietario ante la AFIP del COTI.;Departamento;Venta
17/10/2019;22/10/2019;17/10/2019;;;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;2;1;1;53;42;145000;USD;Qbay Golf 1 dormitorio vista al agua (180418) ;EN VENTA CON RENTA!!! Ideal Inversionista Estupendo departamento en el complejo Qbay barrio islas del golfDos ambientes, ambos con vista plena al lago central. Dormitorio en suite y toilette. Aberturas doble vidrio de piso a techo. Cocina con barra de mármol. Cochera subterranea y baulera. Vista soñada al lago central!  Cuenta con alacenas, interiores de placard, aire acondicionado y cortinas.Amenities: pileta de nado, pileta para chicos, laudry, gran sum para eventos.El barrio cuenta con canchas de tenis fútbol y sum adicional al del complejo.Venta supeditada a la tramitacion de COTI por parte del propietario;Departamento;Venta
17/10/2019;18/10/2019;17/10/2019;-34.4229721;-58.5734477;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;2;1;1;70;57;135000;USD;DEPARTAMENTO MUY CANCHERO Y FUNCIONAL, VISTA INCREIBLE;Departamento muy canchero, living comedor 4X9 con salida a terraza con deck, al ser boulevard tiene una amplia y profunda vista. cocina electrica integrada con ventana para ventilar, un dormitorio con baño de 4x4 con placard enorme y salida a la terraza.Landry en el edificio sin costo.Una cochera fija.Expensas muy bajas ya que no hay encargado ni seguridad, hay empresa que van a limpiar, siempre impecable! La zona es muy segura.;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.39949295;-58.64912278;Argentina;Bs.As. G.B.A. Zona Norte;Tigre;2;1;1;76;59;199800;USD;BUSTAMANTE PROP. - NORDELTA TORRES DE CRISTAL - 9566 - DEPARTAMENTO - VENTA;***TORRES CRISTAL/ NORDELTA/NUEVO LANZAMIENTO / ENTREGA EN 32 MESES ***Torres Cristal es un Proyecto de excelente calidad, contara con acceso de seguridad, circuito cerrado de camaras, cocheras propias y de cortesia, piscina, sum, parrilla, gym y laundry.Las unidades situadas en PB poseen su jardin propio, las unidades de plantas superiores tendran amplios balcones.Dormitorio ppal con vestidor y baño, 1 toillette, lavadero, balcon terraza con parrilla la cual cuenta con mesada de silestone, bacha de acero inox.griferia monocomando fv. Calefacción: losa radiante, caldera dual peisa o similar, aire acondicionado frio calor. Aberturas en pvc con dvh, frentes e interiores de placard, estantes, cajoneras, baulerasTORRES CRISTAL El Proyecto se localiza en las calles Pasaje del ciudadano y del Portal. Se plantea sobre un predio de ½ hectareas,orientado este/ oeste. La construccion plantea unidades de 2,3,4 ambientes, cocheras, piscina, sum,gym, laundry, solarium,parque, bauleras privadas. Todas las unidades poseen parrilla. Torres Cristal garantiza equilibrio entre las areas comerciales y residenciales y logra una relacion armonica con el entorno en el que se inscribe. Combina excelencia constructiva, espacios verdes y ambientes de amplias dimensiones con vistas a jardines diseñados para el disfrute cotidiano y el relax. Sup cubierta 59,60 semicub 17,30m2 coch 12,50 baulera 2,00m2 Total: 91 Opciones de pago: Efectivo 199.800 50% al boleto U$$104,400 mas 12 cuotas de U$$ 8.700 30%al boleto U$$65.800 mas 24 cuotas de U$$ 6.400 (9566)Las medidas son aproximadas y al solo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo.Los valores de expensas pueden estar desactualizados.;Departamento;Venta
17/10/2019;24/10/2019;17/10/2019;-34.60824602;-58.44426177;Argentina;Capital Federal;Abasto;2;1;1;31;31;75000;USD;Departamento de 2 ambientes en Venta en Abasto;Lindo monoambiente duplex, 31 m2, living-comedor, cocina con conexion p/lavarropas, baño completo,  piso de porcelanato, Apto profesional, Sum c/lavadero - edificio con loundry, parrilla- terraza,  Ideal para invertir!  Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. COMERCIALIZA INMOBILIARIA MIGLIORISI - AV. CORRIENTES 4599 - T.E.: 11-52721892 / 11-52734599;Departamento;Venta
17/10/2019;28/10/2019;17/10/2019;-34.6038897;-58.4109982;Argentina;Capital Federal;Abasto;1;1;1;22;22;48000;USD;Monoambiente Vista Abierta;Excelente Inversion o 1era vivienda en renovada zona del tradicional barrio porteño Abasto. Contrafrente con vista a Shoping AbastoActualmente alquilado ,exelente renta.Cercano a 2 lineas de subtes y a Facultades.;Departamento;Venta
17/10/2019;13/11/2019;17/10/2019;-34.6262397;-58.4620784;Argentina;Capital Federal;Flores;2;1;1;45;45;95000;USD;Listo para mudarte- Excelente 2 ambientes amplios + Baulera en venta - 45m2- Flores;"Inmejorable ubicación a tan solo 2 cuadras del subte linea A y del tren ""Estación de Flores"". Depto 2 ambientes super luminoso, este se encuentra en un 5° piso, disposición lateral, expensas bajas.-El living comedor es un espacio amplio con pisos de parquet, un aire acondicionado Frío/calor. Una gran apertura de aluminio nos dirige a un balcón cubierto con espacio para lavadero, el cual posee un ventanal que permite ingresar mucha luz y aire en cada uno de los ambientes. -La cocina es un espacio agradable de concepto abierto al living, con alacenas y bajo mesada, extractor, un calefón tiro balanceado, una mesada y barra desayunadora de granito. Terraza accesible y baulera de uso común. -1 dormitorio amplio con placard integrado.-1 baño con bañera totalmente reciclado a nuevo!!!.Medidas aprox:-Living: 3.80 X 4.50-Cocina: 2.60 X 1.50-Habitación: 3.15 x 3.40-Baño: 2.20 x 1.90-Balcón: 3.30 X 1.08Toda la información publicada, está sujeta a las verificaciones respectivas por parte de los interesados y sus asesores, antes de realizar una operación. Las descripciones del inmueble ya sean arquitectónicas o funcionales, sus medidas, fotos o características, valores de expensas, servicios e impuestos, pueden contener alguna inexactitud y son meramente descriptivas. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) - MAT CUCICBA 6786 / MAT CMCPSI 6585";Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.6256109;-58.46240258;Argentina;Capital Federal;Flores;2;1;1;45;45;95000;USD;Venta. Departamento 2 ambientes. Baulera. Excelente ubicación. Caracas y Bacacay. Flores.;CARACTERÍSTICAS- Ambientes: 2- Superficie Total: 45m²- Superficie Cubierta: 45m²- Dormitorios: 1- Baños: 1.- Living Comedor.- Cocina.- Lavadero.- Baulera.- Expensas: $2.100.-- NEGOCIABLE.- APTO CRÉDITO.Riveros Negocios InmobiliariosCPI 6370CMCPSI 6392Cel. +54 11 Tel.  +54 11 ;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.6366613;-58.4711703;Argentina;Capital Federal;Flores;2;1;1;58;48;154000;USD;VENTA - 2 AMBIENTES A ESTRENAR CON BALCÓN -  FLORES;******ESPECTACULAR DOS AMBIENTES A LA VENTA A ESTRENAR, UBICADO EN PLENO BARRIO DE FLORES.LA UNIDAD CUENTA CON AMPLIO LIVING COMEDOR, CON SALIDA A BALCON TERRAZA, COCINA AMERICANA CON HORNOS Y ANAFES A GAS. MUEBLES BAJO Y SOBRE MESADA. BAÑO COMPLETO. GRAN PLACARD DE GUARDADO. ESTUFA A GAS.   PISOS DE CERÁMICA TIPO PORCELANATO.COCHERAS OPCIONALES A LA VENTA: 23.000 / 25.000 USDEDIFICIO CON LAUNDRYNO DEJES DE VISITARLOVISITAS PROGRAMADAS:  -  **Las medidas son a modo informativo y pueden sufrir variaciones siendo las definitivas las que surjan de la escritura o boleto**;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.6339137;-58.4700128;Argentina;Capital Federal;Flores;2;1;1;50;48;132000;USD;DEPARTAMENTO A ESTRENAR EN FLORES!!! DOS AMBIENTES CON BALCON A LA CALLE;"Hermoso departamento a estrenar, ya terminado de dos ambientes a saber:Cocina completa con anafe y horno, living comedor con balcón, dormitorio con placard terminado el interior.Muy luminoso orientación Norte, a la calle en un 5º piso.Cerca de Tren Sarmiento, estación Flores y del subte ""A"" San Pedrito.El edificio cuenta con SUM, Parrillas, y Laundry.Matrícula: CUCICBA 1114";Departamento;Venta
17/10/2019;31/12/9999;17/10/2019;;;Argentina;Bs.As. G.B.A. Zona Oeste;Morón;2;1;1;45;45;110000;USD;VENTA DEPARTAMENTO EN CIUDAD JARDIN;Venta departamento de 2 ambientes en excelente ubicación, a metros de la plaza del avión, edificio con 4 ascensores y grupo electrógeno.Cocina independiente, living comedor, dormitorio, baño completo. BUEN ESTADO!!!Medidas informadas según título.Departamento apto profesional<br>;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5503815;-58.4615851;Argentina;Capital Federal;Nuñez;2;1;1;45;41;150000;USD;Ohiggins 3100 -  2 amb muy funcional c/balcon ;Complejo Aquarel XXIVA 4 cuadras de Av. CabildoA 10´ de  estación Congreso de Tucuman Subte D Edificio de 4 pisos con ambientes muy funcionalesDepartamentos de 2 ambientes con balcónCocina integradaDetalles de terminaciónSe entrega listo para habitar- placard con interiores- Muebles de cocina completo (alacena y bajo mesada)- Porcelanatto en pisos- Portero visor- A/A frío CalorCocheras Optativas (u$ 25.000)Boleto + Cuotas hasta la posesiónFecha de Entrega estimada: Marzo 2020;Departamento;Venta
17/10/2019;23/12/2019;17/10/2019;-34.5447601;-58.4716172;Argentina;Capital Federal;Nuñez;1;1;1;31;31;95000;USD;VENDE EN NUÑEZ MONOAMBIENTE, CON BALCÓN TERRAZA. ACEPTA PERMUTA.;Excelente ambiente muy luminoso con balcón terraza a 30 mts de Avenida Cabildo (METROBUS). Amoblado y equipado.* Apto Crédito Bancario.* Superficie: 31 m2 , 24 m2 cubiertos, 7m2 de balcón terraza.* Piso: 5to.;Departamento;Venta
